player,age,current_club,current_league,foot,height,nationality,position,games12,games13,games14,games15,games16,games17,goals12,goals13,goals14,goals15,goals16,goals17,minutes12,minutes13,minutes14,minutes15,minutes16,minutes17,assists12,assists13,assists14,assists15,assists16,assists17
Mounir El Hamdaoui,33,FC Twente Enschede,NLD - Eredivisie,right,183,Morocco  Netherlands,CF,20,13,3,9,13,3,3,3,1,5,5,0,647,538,37,751,1043,88,1,2,0,2,0,0
Marko Kvasina,21,FC Twente Enschede,NLD - Eredivisie,right,194,Austria  Croatia,CF,19,29,36,27,27,15,11,19,12,9,1,0,1079,2279,2493,2198,723,483,0,3,3,8,2,0
Jari Oosterwijk,23,FC Twente Enschede,NLD - Eredivisie,,194,Netherlands,CF,17,25,37,21,30,9,5,4,15,9,7,2,736,900,2791,1537,1464,765,0,0,3,1,1,0
Ricardo Kishna,23,ADO Den Haag,NLD - Eredivisie,left,183,Netherlands  Suriname,W,2,20,41,16,18,3,0,8,7,2,0,0,62,1168,2557,852,781,83,0,2,13,3,0,1
Édouard Duplan,34,ADO Den Haag,NLD - Eredivisie,right,179,France,W,27,8,17,32,36,15,6,0,7,3,2,0,1988,608,1412,2823,2644,539,2,0,6,14,7,0
Melvyn Lorenzen,23,ADO Den Haag,NLD - Eredivisie,right,188,Uganda  Germany,W,20,15,6,18,30,18,7,4,1,1,2,2,1426,818,258,729,1456,825,0,3,1,1,0,0
Sheraldo Becker,23,ADO Den Haag,NLD - Eredivisie,right,180,Netherlands  Suriname,W,10,23,29,28,34,24,0,1,5,4,3,2,742,1644,1777,1965,2064,2056,0,2,6,5,3,6
Elson Hooi,26,ADO Den Haag,NLD - Eredivisie,right,169,Curacao  Netherlands,W,37,28,22,36,10,24,6,6,2,5,0,2,2702,1658,1292,2285,547,1022,4,2,1,3,1,2
Björn Johnsen,26,ADO Den Haag,NLD - Eredivisie,right,195,Norway  United States,CF,2,,45,24,37,28,0,,22,8,7,10,68,,3455,1656,2161,2049,0,,2,2,7,1
Delano Ladan,18,ADO Den Haag,NLD - Eredivisie,both,177,Netherlands,CF,,,,1,21,20,,,,0,7,7,,,,90,1662,1365,,,,0,0,2
Kristoffer Peterson,23,Heracles Almelo,NLD - Eredivisie,right,180,Sweden,W,8,22,25,31,28,30,1,6,3,4,7,9,520,1867,1484,1779,1955,2279,0,4,2,7,4,4
Zeki Erkilinc,20,Heracles Almelo,NLD - Eredivisie,right,174,Netherlands  Turkey,W,,,,32,18,5,,,,2,1,1,,,,1527,1228,403,,,,0,2,0
Brandley Kuwas,25,Heracles Almelo,NLD - Eredivisie,left,181,Curacao  Netherlands,W,46,40,44,38,38,26,7,2,9,5,8,5,2931,3099,3717,2835,2871,2075,5,8,18,3,13,13
Brahim Darri,23,Heracles Almelo,NLD - Eredivisie,right,175,Netherlands  Morocco,W,27,26,28,47,36,17,11,6,4,8,3,0,2046,1379,1805,2930,1873,1088,0,5,4,7,4,5
Jaroslav Navrátil,26,Heracles Almelo,NLD - Eredivisie,,176,Czech Republic,W,16,21,37,38,35,18,8,10,16,5,1,0,1153,1674,2011,2861,1897,963,0,1,4,6,3,2
Paul Gladon,25,Heracles Almelo,NLD - Eredivisie,,188,Netherlands,CF,34,41,38,44,8,30,12,20,15,24,3,7,2398,3502,3203,2386,636,1670,0,2,4,6,0,1
Vincent Vermeij,23,Heracles Almelo,NLD - Eredivisie,,196,Netherlands,CF,9,34,46,41,22,28,1,11,21,12,6,11,433,2030,3829,2807,1134,1633,0,3,6,1,2,1
Kai Huisman,22,Heracles Almelo,NLD - Eredivisie,right,177,Netherlands,CF,1,0,4,10,23,5,1,0,0,4,2,0,90,0,164,500,813,362,0,0,0,0,2,0
Mo El Hankouri,20,Willem II Tilburg,NLD - Eredivisie,right,176,Netherlands  Morocco,W,,,8,18,13,25,,,4,5,2,0,,,595,1099,778,1361,,,0,0,0,4
Karim Coulibaly,24,Willem II Tilburg,NLD - Eredivisie,left,184,France  Senegal,W,11,21,26,16,14,8,0,3,7,1,1,1,344,905,1645,793,797,523,0,1,1,1,0,0
Kristófer Ingi Kristinsson,18,Willem II Tilburg U21,NLD - Eredivisie,left,190,Iceland,W,,,,3,,13,,,,0,,2,,,,192,,858,,,,0,,0
Ismail Azzaoui,20,Willem II Tilburg,NLD - Eredivisie,right,177,Belgium  Morocco,W,,,7,10,1,25,,,2,1,2,4,,,378,515,60,1260,,,1,0,0,5
Jordy Croux,24,Willem II Tilburg,NLD - Eredivisie,left,172,Belgium,W,9,10,40,40,35,20,1,0,6,10,3,2,389,359,3365,3597,2710,835,2,1,10,9,11,0
Asumah Abubakar,20,Willem II Tilburg,NLD - Eredivisie,right,183,Portugal  Ghana,W,,,,9,27,,,,,3,1,,,,,624,1421,,,,,0,0,
Fran Sol,25,Willem II Tilburg,NLD - Eredivisie,,180,Spain,CF,15,31,38,37,31,30,1,7,11,16,10,17,523,1404,2597,3096,2251,2693,0,0,0,0,0,4
Bartholomew Ogbeche,33,Willem II Tilburg,NLD - Eredivisie,both,178,Nigeria  France,CF,8,9,33,21,17,21,1,2,14,12,3,12,553,452,2878,1672,599,1530,0,2,3,2,0,1
Etien Velikonja,29,Willem II Tilburg,NLD - Eredivisie,left,178,Slovenia,CF,7,7,17,29,33,6,0,1,5,24,8,3,247,259,1194,2588,1964,390,0,0,2,1,2,1
Dabney dos Santos,21,Sparta Rotterdam,NLD - Eredivisie,right,176,Netherlands  Cape Verde,W,,24,33,44,46,20,,0,5,5,6,2,,1808,2175,3064,2809,955,,1,11,13,8,0
Craig Goodwin,26,Sparta Rotterdam,NLD - Eredivisie,left,180,Australia,W,25,19,28,27,30,20,3,2,6,4,4,2,1816,941,2148,2419,1406,1148,3,2,2,1,6,0
Soufyan Ahannach,22,Sparta Rotterdam,NLD - Eredivisie,right,173,Netherlands  Morocco,W,2,20,32,40,42,18,0,1,5,13,18,0,17,1396,2300,2836,3749,1365,0,0,2,9,15,3
Loris Brogno,25,Sparta Rotterdam,NLD - Eredivisie,left,178,Belgium  Italy,W,8,24,31,37,27,20,0,6,8,16,8,2,169,1655,1994,2991,1711,1304,0,0,0,10,7,3
Thomas Verhaar,30,Sparta Rotterdam,NLD - Eredivisie,left,180,Netherlands,W,,,38,34,29,12,,,8,26,7,1,,,2943,2932,1872,580,,,14,17,2,2
Ilias Alhaft,21,Sparta Rotterdam,NLD - Eredivisie,left,171,Netherlands,W,,0,2,12,31,12,,0,0,1,10,0,,0,180,906,2478,705,,0,0,0,6,1
Michiel Kramer,29,Sparta Rotterdam,NLD - Eredivisie,right,196,Netherlands,CF,37,31,33,40,31,21,26,9,17,20,7,4,3197,1843,2800,2968,1120,1299,7,4,3,10,2,2
Fred Friday,22,Sparta Rotterdam,NLD - Eredivisie,both,187,Nigeria,CF,3,19,29,14,40,20,0,3,17,8,11,11,46,460,2018,1260,2172,1460,0,2,4,1,2,1
Robert Mühren,28,Sparta Rotterdam,NLD - Eredivisie,both,187,Netherlands,CF,41,36,32,44,34,22,13,27,16,12,15,5,2170,3086,2135,1824,1759,1679,5,1,6,3,1,5
Nick Proschwitz,31,Sparta Rotterdam,NLD - Eredivisie,right,192,Germany,CF,31,20,29,33,21,11,5,6,3,8,3,3,1224,1139,1045,2694,1199,725,1,0,0,0,1,0
Ragnar Ache,19,Sparta Rotterdam,NLD - Eredivisie,,187,Germany  Ghana,CF,,,,10,27,24,,,,10,16,3,,,,900,1858,867,,,,0,6,0
Thomas Agyepong,21,NAC Breda,NLD - Eredivisie,,,Ghana,W,,,,17,38,13,,,,2,3,0,,,,788,1919,597,,,,1,5,0
Diego Snepvangers,19,NAC Breda,NLD - Eredivisie,left,175,Netherlands,W,,,,,18,12,,,,,5,3,,,,,1421,1049,,,,,1,0
Giovanni Korte,24,NAC Breda,NLD - Eredivisie,right,170,Netherlands,W,29,38,17,30,44,27,12,17,3,11,11,3,1854,2266,1323,1543,3119,1618,0,3,0,5,9,2
Paolo Fernandes,19,NAC Breda,NLD - Eredivisie,left,167,Spain,W,,,2,4,29,22,,,0,0,13,1,,,22,56,2180,892,,,0,0,7,0
Umar Sadiq,21,NAC Breda,NLD - Eredivisie,right,192,Nigeria,CF,,,32,25,7,10,,,27,21,0,3,,,2748,1758,230,560,,,0,8,1,3
Thierry Ambrose,20,NAC Breda,NLD - Eredivisie,right,178,France  Guadeloupe,CF,,8,20,12,8,27,,1,10,7,5,10,,258,1462,973,427,2146,,2,5,1,0,6
Mitchell te Vrede,26,NAC Breda,NLD - Eredivisie,right,191,Netherlands,CF,21,28,35,30,7,10,10,19,17,11,1,3,1708,1735,1827,1945,421,517,0,1,1,0,1,0
Richelor Sprangers,20,NAC Breda,NLD - Eredivisie,,184,Haiti  Netherlands,CF,,,,3,19,19,,,,0,8,2,,,,39,1472,1022,,,,0,1,0
Levi García,20,Excelsior Rotterdam,NLD - Eredivisie,left,182,Trinidad and Tobago,W,,,,16,36,26,,,,4,7,4,,,,1055,1985,1433,,,,1,8,4
Stanley Elbers,25,Excelsior Rotterdam,NLD - Eredivisie,right,172,Netherlands  Suriname,W,30,33,33,27,33,18,9,5,13,4,8,2,1944,2408,2655,1522,2200,1423,0,1,4,2,0,3
Jinty Caenepeel,21,Excelsior Rotterdam,NLD - Eredivisie,both,178,Belgium,W,,2,9,31,28,21,,0,1,15,3,3,,23,330,2181,2351,1302,,0,0,7,8,0
Mike van Duinen,26,Excelsior Rotterdam,NLD - Eredivisie,both,185,Netherlands,CF,35,35,34,28,29,25,11,10,6,3,4,7,2719,3110,2868,1496,1768,1978,6,2,2,2,4,4
Zakaria El Azzouzi,21,Excelsior Rotterdam,NLD - Eredivisie,right,177,Netherlands  Morocco,CF,0,6,22,27,24,21,0,0,15,11,9,5,0,451,1464,1610,1915,1311,0,0,3,0,3,1
Gyliano van Velzen,23,Roda JC Kerkrade,NLD - Eredivisie,both,186,Netherlands  Suriname,W,12,19,12,33,42,26,1,3,2,3,6,3,687,1244,519,2744,3229,1236,2,1,3,9,11,3
Mikhael Rosheuvel,27,Roda JC Kerkrade,NLD - Eredivisie,right,176,Netherlands  Suriname,W,45,37,34,26,38,29,11,5,5,2,2,2,2909,2878,2149,1616,2814,2446,3,7,2,1,5,7
Mario Engels,24,Roda JC Kerkrade,NLD - Eredivisie,right,184,Germany,W,17,31,28,17,21,22,1,3,2,0,3,3,1114,2417,1722,785,917,1238,3,3,7,0,0,3
Célestin Djim,22,Roda JC Kerkrade,NLD - Eredivisie,right,179,Belgium  Central African Republic,W,,,21,3,8,5,,,6,0,2,6,,,1223,15,445,297,,,1,0,0,1
Dani Schahin,28,Roda JC Kerkrade,NLD - Eredivisie,both,187,Germany,CF,34,7,16,25,21,26,8,0,0,5,3,10,1995,367,506,1836,1405,2097,2,0,1,5,0,4
Jorn Vancamp,19,Roda JC Kerkrade,NLD - Eredivisie,,186,Belgium,CF,,,3,7,4,25,,,1,6,0,5,,,108,630,242,1224,,,0,1,0,2
Maecky Ngombo,22,Roda JC Kerkrade,NLD - Eredivisie,,191,Belgium  DR Congo,CF,,,,23,17,10,,,,13,0,1,,,,715,462,415,,,,0,0,1
Torino Hunte,27,VVV-Venlo,NLD - Eredivisie,right,184,Netherlands  Suriname,W,,30,31,38,36,26,,1,4,8,6,3,,1096,751,1642,2217,1586,,2,3,6,4,3
Lugman Bezzat,21,VVV-Venlo,NLD - Eredivisie,,175,Netherlands  Morocco,W,,,4,15,1,1,,,0,2,0,0,,,346,1162,20,7,,,0,0,1,0
Vito van Crooij,22,VVV-Venlo,NLD - Eredivisie,left,179,Netherlands,W,0,4,44,36,38,27,0,0,5,14,14,5,0,225,3118,2627,3275,2147,0,0,1,8,3,4
Romeo Castelen,34,VVV-Venlo,NLD - Eredivisie,right,170,Netherlands  Suriname,W,2,34,23,31,23,9,0,6,4,7,4,0,38,2608,1741,1941,1726,377,0,10,1,1,4,1
Lennart Thy,26,VVV-Venlo,NLD - Eredivisie,right,184,Germany,CF,24,28,34,31,22,29,3,4,5,8,3,8,1590,1838,2209,2548,764,2526,1,2,3,4,0,6
Emil Riis,19,VVV-Venlo,NLD - Eredivisie,,190,Denmark,CF,,,,0,20,10,,,,0,5,2,,,,0,1192,531,,,,0,4,0
Leroy Sané,22,Manchester City,GBR - Premier League,left,184,Germany  France,W,17,38,27,42,37,39,1,13,9,9,9,12,769,2910,1658,2925,2597,2774,2,15,3,7,8,15
Raheem Sterling,23,Manchester City,GBR - Premier League,right,170,England  Jamaica,W,38,39,52,47,47,36,3,11,11,11,10,20,2385,2624,4519,2981,3627,2774,6,12,10,10,21,10
Bernardo Silva,23,Manchester City,GBR - Premier League,left,173,Portugal,W,,41,45,44,58,44,,7,10,7,11,7,,3024,3073,3192,4296,2329,,7,4,3,12,11
Sergio Agüero,29,Manchester City,GBR - Premier League,right,173,Argentina  Spain,CF,40,34,42,44,45,37,17,28,32,29,33,30,2716,2288,3200,3523,3503,2895,5,14,9,5,6,7
Gabriel Jesus,20,Manchester City,GBR - Premier League,right,175,Brazil,CF,,,20,28,11,31,,,4,17,7,11,,,1302,2314,741,1766,,,2,4,5,4
Alexis Sánchez,29,Manchester United,GBR - Premier League,right,169,Chile,W,46,54,52,41,51,31,11,21,25,17,30,9,2625,3418,4326,3289,4229,2464,13,17,12,11,19,6
Anthony Martial,22,Manchester United,GBR - Premier League,right,183,France  Guadeloupe,W,4,15,48,56,42,38,0,2,12,18,8,11,57,706,2560,4663,2517,1979,0,1,5,11,8,10
Jesse Lingard,25,Manchester United,GBR - Premier League,right,174,England,W,27,39,18,41,42,37,4,16,2,7,5,13,1991,3295,938,2970,2208,1903,7,10,2,4,3,5
Romelu Lukaku,24,Manchester United,GBR - Premier League,left,191,Belgium  DR Congo,CF,38,36,48,46,39,42,17,16,20,25,26,23,2250,2805,3762,4023,3447,3436,7,8,7,7,7,8
Marcus Rashford,20,Manchester United,GBR - Premier League,right,185,England,CF,,,1,31,53,40,,,1,12,11,12,,,90,2101,3068,2128,,,0,2,6,8
Zlatan Ibrahimovic,36,Manchester United,GBR - Premier League,both,195,Sweden  Bosnia-Herzegovina,CF,46,46,37,51,46,7,35,41,30,50,28,1,4083,3750,3111,4146,3847,187,17,17,8,19,10,0
Heung-Min Son,25,Tottenham Hotspur,GBR - Premier League,both,184,Korea South,W,34,43,42,42,47,43,12,12,17,8,21,18,2786,3225,3181,2001,2972,2766,2,7,4,5,10,9
Lucas,25,Tottenham Hotspur,GBR - Premier League,right,174,Brazil,W,15,53,46,56,53,11,0,5,8,13,19,2,1068,2970,2882,3169,3478,264,6,17,10,5,11,3
Érik Lamela,26,Tottenham Hotspur,GBR - Premier League,left,184,Argentina  Spain,W,36,17,46,44,14,24,15,1,5,11,2,1,2857,951,2919,3072,944,927,6,4,10,10,7,5
Harry Kane,24,Tottenham Hotspur,GBR - Premier League,right,188,England,CF,27,27,51,50,38,39,5,12,31,28,35,35,1330,1465,3680,4027,3154,3222,6,7,6,2,7,4
Fernando Llorente,33,Tottenham Hotspur,GBR - Premier League,right,193,Spain,CF,36,45,45,38,35,28,5,18,9,7,15,5,1327,3097,2712,1695,2503,958,3,6,4,5,1,1
Eden Hazard,27,Chelsea FC,GBR - Premier League,both,173,Belgium,W,62,49,52,43,43,40,13,17,19,6,17,15,4523,3943,4441,3079,3373,2857,24,10,13,8,7,11
Pedro,30,Chelsea FC,GBR - Premier League,both,167,Spain,W,45,54,50,43,43,38,10,19,11,9,13,6,3415,3321,2199,2781,2723,2252,12,13,9,3,12,5
Willian,29,Chelsea FC,GBR - Premier League,right,175,Brazil,W,35,46,49,49,41,44,8,4,4,11,12,13,2660,3368,3258,3881,2026,2421,15,10,5,10,5,10
Álvaro Morata,25,Chelsea FC,GBR - Premier League,right,189,Spain,CF,33,34,46,47,43,37,14,9,15,12,20,12,2196,969,2302,2377,1902,2249,8,2,7,12,6,5
Olivier Giroud,31,Chelsea FC,GBR - Premier League,left,192,France,CF,47,51,36,53,40,32,17,22,19,24,16,8,3201,4092,2379,3373,1780,1508,12,12,4,6,7,3
Sadio Mané,25,Liverpool FC,GBR - Premier League,right,175,Senegal,W,30,50,40,43,29,32,19,23,13,15,13,14,2481,3903,2922,3116,2427,2501,10,18,9,9,8,7
Ben Woodburn,18,Liverpool FC,GBR - Premier League,right,174,Wales  England,W,,,,2,24,16,,,,0,9,4,,,,170,1608,1365,,,,0,6,4
Mohamed Salah,25,Liverpool FC,GBR - Premier League,left,175,Egypt,W,50,40,34,42,41,40,10,12,9,15,19,32,2873,2624,2129,3402,3185,3165,11,8,6,9,15,11
Danny Ings,25,Liverpool FC,GBR - Premier League,right,178,England,CF,33,45,37,9,6,16,3,26,11,3,4,1,1716,3983,3122,537,409,799,1,8,4,0,0,2
Dominic Solanke,20,Liverpool FC,GBR - Premier League,right,186,England  Nigeria,CF,,7,34,27,5,23,,2,31,7,2,0,,403,2787,1991,373,662,,0,6,1,0,1
Alex Iwobi,21,Arsenal FC,GBR - Premier League,right,183,Nigeria  England,W,,17,25,34,39,30,,1,11,6,4,2,,1030,2079,2220,2354,2020,,1,4,5,8,5
Pierre-Emerick Aubameyang,28,Arsenal FC,GBR - Premier League,right,187,Gabon  France,CF,45,48,46,49,46,30,21,16,25,39,40,24,3850,2653,3813,3931,3959,2707,15,5,11,12,5,4
Alexandre Lacazette,26,Arsenal FC,GBR - Premier League,right,175,France  Guadeloupe,CF,37,54,40,44,45,29,4,22,31,23,37,9,2756,4409,3468,3743,3477,2037,10,8,8,4,5,4
Danny Welbeck,27,Arsenal FC,GBR - Premier League,right,183,England  Ghana,CF,40,36,37,16,22,30,2,10,8,5,5,5,2162,2291,2517,818,1094,1604,5,6,6,2,4,1
Yannick Bolasie,28,Everton FC,GBR - Premier League,both,185,DR Congo  England,W,48,30,35,31,16,11,3,0,4,6,1,0,3476,2128,2849,2464,1164,545,8,5,11,6,4,0
Theo Walcott,28,Everton FC,GBR - Premier League,both,175,England,W,43,18,22,42,37,23,21,6,7,9,19,6,2988,1203,795,2076,2495,1500,16,7,1,7,2,6
Cenk Tosun,26,Everton FC,GBR - Premier League,right,183,Turkey  Germany,CF,35,32,28,43,47,30,11,14,9,17,24,16,2721,2767,1088,1466,3286,2081,9,6,0,6,4,3
Dominic Calvert-Lewin,20,Everton FC,GBR - Premier League,right,187,England,CF,,0,2,35,21,40,,0,0,8,5,8,,0,55,1587,1134,2286,,0,0,1,2,6
Oumar Niasse,27,Everton FC,GBR - Premier League,right,182,Senegal,CF,,40,19,30,25,22,,15,6,13,12,11,,3461,1111,1986,1596,1145,,7,4,10,1,4
Nathan Redmond,24,Southampton FC,GBR - Premier League,right,173,England  Ireland,W,42,39,47,37,50,28,2,1,7,6,8,0,2455,2428,3332,2482,3648,1754,7,6,13,2,1,3
Dusan Tadic,29,Southampton FC,GBR - Premier League,left,181,Serbia,W,51,34,37,40,44,31,16,16,5,9,3,4,4342,3039,2555,2606,3107,2390,22,14,9,14,8,3
Josh Sims,20,Southampton FC,GBR - Premier League,left,168,England,W,,5,19,20,30,10,,0,1,4,6,0,,168,907,1359,2079,548,,0,2,4,6,3
Manolo Gabbiadini,26,Southampton FC,GBR - Premier League,left,181,Italy,CF,31,35,45,30,31,28,7,10,20,9,11,4,1792,2818,2451,982,1588,1040,2,4,3,3,0,0
Charlie Austin,28,Southampton FC,GBR - Premier League,right,188,England,CF,40,37,36,23,22,17,27,20,18,10,9,6,3420,3050,3159,1348,1274,675,3,3,7,1,1,0
Shane Long,31,Southampton FC,GBR - Premier League,both,180,Ireland,CF,37,32,41,34,45,25,11,7,7,13,5,1,2351,2421,2179,2374,2071,1383,5,3,7,6,4,2
Guido Carrillo,26,Southampton FC,GBR - Premier League,right,191,Argentina  Italy,CF,28,43,37,40,31,32,4,15,16,5,8,8,1385,3414,2764,1871,1099,1330,0,2,4,3,5,4
Marko Arnautovic,28,West Ham United,GBR - Premier League,both,193,Austria  Serbia,W,27,38,35,40,35,27,5,5,2,12,7,7,2020,2768,2389,3304,2966,1773,9,12,8,6,6,5
Michail Antonio,27,West Ham United,GBR - Premier League,right,180,England  Jamaica,W,42,28,49,38,37,21,8,4,15,13,9,3,3695,2171,4157,2994,3022,1420,11,6,14,6,5,1
Chicharito,29,West Ham United,GBR - Premier League,right,175,Mexico,CF,36,35,35,43,36,29,18,9,9,26,13,7,2086,1418,1492,3201,2646,1727,8,4,9,5,4,1
Andy Carroll,29,West Ham United,GBR - Premier League,left,193,England,CF,26,16,16,32,22,14,7,2,5,9,7,2,1954,1138,1236,1729,1580,812,4,5,3,2,2,1
Jordan Hugill,25,West Ham United,GBR - Premier League,right,183,England,CF,,31,20,32,47,31,,10,6,5,13,10,,1174,1120,1081,3384,2390,,1,2,0,3,2
Demarai Gray,21,Leicester City,GBR - Premier League,right,179,England  Jamaica,W,,9,43,42,43,35,,1,6,1,3,4,,225,2652,2484,1848,1993,,1,2,4,6,2
Riyad Mahrez,27,Leicester City,GBR - Premier League,left,179,Algeria  France,W,38,40,32,39,48,32,5,9,4,18,10,11,2399,2818,2242,3128,3766,2504,6,10,3,10,7,11
Jamie Vardy,31,Leicester City,GBR - Premier League,right,179,England,CF,29,41,36,38,48,33,5,16,5,24,16,16,1638,3108,2362,3210,3821,2703,4,11,10,8,7,1
Kelechi Iheanacho,21,Leicester City,GBR - Premier League,left,184,Nigeria,CF,,,6,36,29,23,,,4,14,7,7,,,442,1318,899,1016,,,2,7,3,3
Shinji Okazaki,31,Leicester City,GBR - Premier League,both,174,Japan,CF,42,35,35,39,41,28,4,15,14,6,6,7,2023,2885,3087,2222,2211,1392,1,1,6,2,1,3
Fousseni Diabaté,22,Leicester City,GBR - Premier League,left,175,Mali  France,CF,,,,,2,29,,,,,0,5,,,,,59,2157,,,,,0,1
Bakary Sako,29,Crystal Palace,GBR - Premier League,left,183,Mali  France,W,41,42,43,23,8,19,10,13,15,2,0,6,3354,3325,3572,1149,200,718,11,15,10,1,0,0
Wilfried Zaha,25,Crystal Palace,GBR - Premier League,right,180,Cote d'Ivoire  England,W,50,20,35,43,37,21,8,1,4,5,7,4,4350,1054,2300,3362,3131,1831,12,1,4,7,11,3
Andros Townsend,26,Crystal Palace,GBR - Premier League,left,177,England,W,27,35,35,27,40,31,5,3,6,7,3,2,1654,1973,2017,1992,2820,2588,8,8,6,6,7,7
Chung-Yong Lee,29,Crystal Palace,GBR - Premier League,right,180,Korea South,W,44,47,29,17,20,8,5,3,3,2,0,0,3169,3065,2220,699,853,282,8,8,4,1,1,0
Christian Benteke,27,Crystal Palace,GBR - Premier League,right,190,Belgium  DR Congo,CF,47,28,35,42,40,24,27,11,16,10,17,2,4007,2285,2893,2232,3279,1974,8,2,3,6,2,6
Connor Wickham,24,Crystal Palace,GBR - Premier League,right,189,England  Northern Ireland,CF,25,36,40,24,10,,7,15,6,6,3,,1282,2531,2974,1586,545,,0,7,1,3,0,
Alexander Sörloth,22,Crystal Palace,GBR - Premier League,left,194,Norway,CF,0,7,32,15,29,30,0,1,14,2,4,15,0,221,1976,785,1192,2170,0,0,6,1,3,9
Eric Maxim Choupo-Moting,28,Stoke City,GBR - Premier League,right,191,Cameroon  Germany,W,11,34,40,36,30,30,1,11,10,9,3,4,644,2108,3160,2408,2072,2259,1,3,7,3,7,5
Jesé,25,Stoke City,GBR - Premier League,right,178,Spain,W,38,31,23,38,30,12,22,8,4,6,5,1,3134,1165,644,1282,1531,631,12,6,2,8,1,2
Ramadan Sobhi,21,Stoke City,GBR - Premier League,right,183,Egypt,W,,9,31,34,20,21,,3,8,6,0,4,,651,1579,2496,1057,1248,,0,3,12,2,1
Xherdan Shaqiri,26,Stoke City,GBR - Premier League,left,169,Switzerland  Kosovo,W,39,27,35,32,22,29,8,7,5,3,4,7,1896,1252,1710,2294,1781,2284,13,4,4,6,2,6
Saido Berahino,24,Stoke City,GBR - Premier League,right,179,England  Burundi,CF,16,36,45,37,22,17,5,11,20,9,3,0,1065,1773,3456,2247,1446,755,3,2,6,1,0,1
Mame Diouf,30,Stoke City,GBR - Premier League,right,185,Senegal,CF,36,20,38,30,29,30,17,8,12,5,1,5,2745,1557,2723,1519,1493,2118,8,4,3,1,2,2
Peter Crouch,37,Stoke City,GBR - Premier League,right,201,England  Ireland,CF,38,38,38,18,30,25,8,9,10,2,10,4,2530,2994,1901,860,1634,1292,6,6,2,1,4,2
Richarlison,20,Watford FC,GBR - Premier League,right,179,Brazil,W,,,24,26,18,33,,,9,4,7,5,,,1842,1509,1591,2692,,,4,1,6,5
Gerard Deulofeu,23,Watford FC,GBR - Premier League,right,177,Spain,W,37,29,28,33,31,21,18,4,3,4,4,3,2451,1109,1329,1835,2041,1207,5,5,10,13,4,4
André Carrillo,26,Watford FC,GBR - Premier League,right,181,Peru,W,31,32,46,7,32,28,3,2,7,1,3,2,1778,1740,3091,609,1250,1650,4,5,18,3,3,2
Dodi Lukebakio,20,Watford FC,GBR - Premier League,left,187,Belgium  DR Congo,W,,0,4,22,6,21,,0,0,3,0,3,,0,220,844,149,1396,,0,0,4,0,4
Andre Gray,26,Watford FC,GBR - Premier League,right,178,England  Jamaica,CF,50,44,50,44,36,28,18,30,18,25,10,4,3937,3461,3832,3625,2495,1369,10,13,8,10,3,3
Troy Deeney,29,Watford FC,GBR - Premier League,right,184,England  Jamaica,CF,43,48,43,43,40,23,20,25,21,15,10,6,3295,4298,3513,3723,3164,1483,10,5,10,10,5,3
Stefano Okaka,28,Watford FC,GBR - Premier League,right,186,Italy  Nigeria,CF,38,15,34,49,20,12,7,5,4,17,4,1,2224,891,2564,3677,1044,369,6,4,3,4,0,1
Jerome Sinclair,21,Watford FC,GBR - Premier League,right,181,England  Jamaica,CF,2,2,23,17,12,4,0,0,10,6,1,0,99,76,1678,1335,511,43,0,0,4,2,0,0
Nacer Chadli,28,West Bromwich Albion,GBR - Premier League,right,187,Belgium  Morocco,W,38,34,45,40,32,5,18,5,13,7,5,1,2927,1923,2949,1682,2161,311,11,6,5,5,5,0
James McClean,28,West Bromwich Albion,GBR - Premier League,left,180,Ireland  Northern Ireland,W,41,49,37,42,36,28,5,4,6,2,2,1,2706,2901,2924,2985,1616,1157,4,5,7,4,3,0
Hal Robson-Kanu,28,West Bromwich Albion,GBR - Premier League,left,183,Wales  England,W,30,37,36,35,32,20,7,4,4,5,3,2,1685,1803,2601,2365,805,1003,5,4,1,7,1,0
Oliver Burke,20,West Bromwich Albion,GBR - Premier League,right,188,Scotland,W,,,6,21,32,19,,,0,2,5,1,,,276,926,1108,563,,,0,1,4,2
Matt Phillips,26,West Bromwich Albion,GBR - Premier League,right,183,Scotland  England,W,34,22,27,45,29,27,4,3,3,8,5,2,2514,1361,2000,3859,2404,1860,4,2,8,5,9,3
Jonathan Leko,18,West Bromwich Albion,GBR - Premier League,right,182,England  DR Congo,W,,,15,22,20,17,,,0,0,1,0,,,1120,1509,1086,841,,,2,2,3,1
Daniel Sturridge,28,West Bromwich Albion,GBR - Premier League,left,180,England  Jamaica,CF,28,33,18,25,27,17,13,25,5,13,7,3,1560,2667,1217,1700,1193,592,6,9,2,2,3,3
José Salomón Rondón,28,West Bromwich Albion,GBR - Premier League,right,186,Venezuela,CF,37,31,44,42,40,32,13,20,20,10,8,8,2834,2311,2866,3106,3021,2386,2,5,4,4,2,2
Jay Rodríguez,28,West Bromwich Albion,GBR - Premier League,right,185,England  Spain,CF,37,39,,18,35,34,9,17,,6,6,8,2355,2930,,742,1426,2555,8,3,,1,3,2
André Ayew,28,Swansea City,GBR - Premier League,left,176,Ghana  France,W,45,29,30,35,26,28,12,8,11,12,6,6,3846,2482,2519,2943,1453,1646,5,4,6,5,3,4
